Instance, TimeLimit, Solver, Objective Value
neos-3603137-hoteo.mps, 60, gurobi(heur), N/A
neos-3603137-hoteo.mps, 60, FJ, N/A
neos-3603137-hoteo.mps, 60, highs, N/A
neos-3603137-hoteo.mps, 60, cplex, N/A
neos-3603137-hoteo.mps, 60, Local-ILP, N/A
neos-3682128-sandon.mps, 60, SCIP, 43295135.0
neos-3682128-sandon.mps, 60, gurobi(exact), 36982100.0
neos-3682128-sandon.mps, 60, gurobi(heur), 35718900.0
neos-3682128-sandon.mps, 60, FJ, 2000000976444425.0
neos-3682128-sandon.mps, 60, highs, 35943960.00001
neos-3682128-sandon.mps, 60, cplex, 38602945.0
neos-3682128-sandon.mps, 60, Local-ILP, 90501340.0
neos-4165869-wannon.mps, 60, SCIP, N/A
neos-4165869-wannon.mps, 60, gurobi(exact), 293.0
neos-4165869-wannon.mps, 60, gurobi(heur), 293.0
neos-4165869-wannon.mps, 60, FJ, 366.0
neos-4165869-wannon.mps, 60, highs, N/A
neos-4165869-wannon.mps, 60, cplex, 295.0
neos-4165869-wannon.mps, 60, Local-ILP, 294.0
neos-4360552-sangro.mps, 60, SCIP, N/A
neos-4360552-sangro.mps, 60, gurobi(exact), N/A
neos-4360552-sangro.mps, 60, gurobi(heur), N/A
neos-4360552-sangro.mps, 60, FJ, N/A
neos-4360552-sangro.mps, 60, highs, N/A
neos-4360552-sangro.mps, 60, cplex, N/A
neos-4360552-sangro.mps, 60, Local-ILP, N/A
neos-4531126-vouga.mps, 60, SCIP, N/A
neos-4531126-vouga.mps, 60, gurobi(exact), N/A
neos-4531126-vouga.mps, 60, gurobi(heur), N/A
neos-4531126-vouga.mps, 60, FJ, N/A
neos-4531126-vouga.mps, 60, highs, N/A
neos-4531126-vouga.mps, 60, cplex, N/A
neos-4531126-vouga.mps, 60, Local-ILP, N/A
neos-4954274-beardy.mps, 60, SCIP, N/A
neos-4954274-beardy.mps, 60, gurobi(exact), N/A
neos-4954274-beardy.mps, 60, gurobi(heur), N/A
neos-4954274-beardy.mps, 60, FJ, 49206.67
neos-4954274-beardy.mps, 60, highs, N/A
neos-4954274-beardy.mps, 60, cplex, N/A
neos-4954274-beardy.mps, 60, Local-ILP, 31794.2825
neos-954925.mps, 60, SCIP, -217.695555555556
neos-954925.mps, 60, gurobi(exact), -237.76
neos-954925.mps, 60, gurobi(heur), -237.76
neos-954925.mps, 60, FJ, -0.986667
neos-954925.mps, 60, highs, N/A
neos-954925.mps, 60, cplex, N/A
neos-954925.mps, 60, Local-ILP, -237.7444444442
ns1828997.mps, 60, SCIP, 192.0
ns1828997.mps, 60, gurobi(exact), 14.0
ns1828997.mps, 60, gurobi(heur), 20.0
ns1828997.mps, 60, FJ, 225.0
ns1828997.mps, 60, highs, 124.0
ns1828997.mps, 60, cplex, 146.0
ns1828997.mps, 60, Local-ILP, 13.0
ns1853823.mps, 60, SCIP, 3560000.0
ns1853823.mps, 60, gurobi(exact), 284000.0
ns1853823.mps, 60, gurobi(heur), 284000.0
ns1853823.mps, 60, FJ, 2450000.0
ns1853823.mps, 60, highs, N/A
ns1853823.mps, 60, cplex, 5912000.0
ns1853823.mps, 60, Local-ILP, 3536000.0
ns1854840.mps, 60, SCIP, 4272000.0
ns1854840.mps, 60, gurobi(exact), 3092000.0
ns1854840.mps, 60, gurobi(heur), 3092000.0
ns1854840.mps, 60, FJ, 196800000000.0
ns1854840.mps, 60, highs, N/A
ns1854840.mps, 60, cplex, 4744000.0
ns1854840.mps, 60, Local-ILP, 3042000.0
ns894236.mps, 60, SCIP, N/A
ns894236.mps, 60, gurobi(exact), 18.0
ns894236.mps, 60, gurobi(heur), 18.0
ns894236.mps, 60, FJ, 18.0
ns894236.mps, 60, highs, N/A
ns894236.mps, 60, cplex, 17.0
ns894236.mps, 60, Local-ILP, 18.0
ns894786.mps, 60, SCIP, N/A
ns894786.mps, 60, gurobi(exact), N/A
ns894786.mps, 60, gurobi(heur), N/A
ns894786.mps, 60, FJ, 14.0
ns894786.mps, 60, highs, N/A
ns894786.mps, 60, cplex, 14.0
ns894786.mps, 60, Local-ILP, N/A
nu120-pr3.mps, 60, SCIP, 31190.0
nu120-pr3.mps, 60, gurobi(exact), 30915.0
nu120-pr3.mps, 60, gurobi(heur), 30690.0
nu120-pr3.mps, 60, FJ, 2232000000021725.0
nu120-pr3.mps, 60, highs, 33270.0
nu120-pr3.mps, 60, cplex, 30010.0
nu120-pr3.mps, 60, Local-ILP, 50075.0
nursesched-medium-hint03.mps, 60, SCIP, 8092.0
nursesched-medium-hint03.mps, 60, gurobi(exact), N/A
nursesched-medium-hint03.mps, 60, gurobi(heur), N/A
nursesched-medium-hint03.mps, 60, FJ, N/A
nursesched-medium-hint03.mps, 60, highs, N/A
nursesched-medium-hint03.mps, 60, cplex, N/A
nursesched-medium-hint03.mps, 60, Local-ILP, 6452.0
opm2-z10-s4.mps, 60, SCIP, -20344.0
opm2-z10-s4.mps, 60, gurobi(exact), -25932.0
opm2-z10-s4.mps, 60, gurobi(heur), -25932.0
opm2-z10-s4.mps, 60, FJ, 0.0
opm2-z10-s4.mps, 60, highs, N/A
opm2-z10-s4.mps, 60, cplex, -24834.0
opm2-z10-s4.mps, 60, Local-ILP, -29186.0
opm2-z12-s14.mps, 60, SCIP, -34409.0
opm2-z12-s14.mps, 60, gurobi(exact), -28855.0
opm2-z12-s14.mps, 60, gurobi(heur), -28855.0
opm2-z12-s14.mps, 60, FJ, 0.0
opm2-z12-s14.mps, 60, highs, N/A
opm2-z12-s14.mps, 60, cplex, 0.0
opm2-z12-s14.mps, 60, Local-ILP, -59894.0
opm2-z12-s7.mps, 60, SCIP, -37611.0
opm2-z12-s7.mps, 60, gurobi(exact), -28549.0
opm2-z12-s7.mps, 60, gurobi(heur), -28549.0
opm2-z12-s7.mps, 60, FJ, 0.0
opm2-z12-s7.mps, 60, highs, N/A
opm2-z12-s7.mps, 60, cplex, 0.0
opm2-z12-s7.mps, 60, Local-ILP, -60415.0
opm2-z12-s8.mps, 60, SCIP, -36275.0
opm2-z12-s8.mps, 60, gurobi(exact), -44075.0
opm2-z12-s8.mps, 60, gurobi(heur), -44075.0
opm2-z12-s8.mps, 60, FJ, 0.0
opm2-z12-s8.mps, 60, highs, N/A
opm2-z12-s8.mps, 60, cplex, 0.0
opm2-z12-s8.mps, 60, Local-ILP, -50573.0
p6b.mps, 60, SCIP, -62.0
p6b.mps, 60, gurobi(exact), -62.0
p6b.mps, 60, gurobi(heur), -62.0
p6b.mps, 60, FJ, -1.0
p6b.mps, 60, highs, -61.0
p6b.mps, 60, cplex, -60.0
p6b.mps, 60, Local-ILP, -61.0
pb-gfrd-pnc.mps, 60, SCIP, N/A
pb-gfrd-pnc.mps, 60, gurobi(exact), N/A
pb-gfrd-pnc.mps, 60, gurobi(heur), N/A
pb-gfrd-pnc.mps, 60, FJ, N/A
pb-gfrd-pnc.mps, 60, highs, N/A
pb-gfrd-pnc.mps, 60, cplex, N/A
pb-gfrd-pnc.mps, 60, Local-ILP, N/A
pb-grow22.mps, 60, SCIP, 0.0
pb-grow22.mps, 60, gurobi(exact), 0.0
pb-grow22.mps, 60, gurobi(heur), 0.0
pb-grow22.mps, 60, FJ, 0.0
pb-grow22.mps, 60, highs, N/A
pb-grow22.mps, 60, cplex, 0.0
pb-grow22.mps, 60, Local-ILP, 0.0
pb-market-split8-70-4.mps, 60, SCIP, N/A
pb-market-split8-70-4.mps, 60, gurobi(exact), N/A
pb-market-split8-70-4.mps, 60, gurobi(heur), N/A
pb-market-split8-70-4.mps, 60, FJ, N/A
pb-market-split8-70-4.mps, 60, highs, N/A
pb-market-split8-70-4.mps, 60, cplex, N/A
pb-market-split8-70-4.mps, 60, Local-ILP, N/A
pb-simp-nonunif.mps, 60, SCIP, 90.0
pb-simp-nonunif.mps, 60, gurobi(exact), 73.0
pb-simp-nonunif.mps, 60, gurobi(heur), 73.0
pb-simp-nonunif.mps, 60, FJ, 112.0
pb-simp-nonunif.mps, 60, highs, 153.0
pb-simp-nonunif.mps, 60, cplex, 87.0
pb-simp-nonunif.mps, 60, Local-ILP, 133.0
proteindesign121hz512p19.mps, 60, SCIP, N/A
proteindesign121hz512p19.mps, 60, gurobi(exact), 3412.0
proteindesign121hz512p19.mps, 60, gurobi(heur), 3412.0
proteindesign121hz512p19.mps, 60, FJ, N/A
proteindesign121hz512p19.mps, 60, highs, N/A
proteindesign121hz512p19.mps, 60, cplex, 3412.0
proteindesign121hz512p19.mps, 60, Local-ILP, N/A
proteindesign121hz512p9.mps, 60, SCIP, N/A
proteindesign121hz512p9.mps, 60, gurobi(exact), 1491.0
proteindesign121hz512p9.mps, 60, gurobi(heur), 1484.0
proteindesign121hz512p9.mps, 60, FJ, N/A
proteindesign121hz512p9.mps, 60, highs, N/A
proteindesign121hz512p9.mps, 60, cplex, 1509.0
proteindesign121hz512p9.mps, 60, Local-ILP, 1509.0
protfold.mps, 60, SCIP, -12.0
protfold.mps, 60, gurobi(exact), -25.0
protfold.mps, 60, gurobi(heur), -25.0
protfold.mps, 60, FJ, -11.0
protfold.mps, 60, highs, -19.0
protfold.mps, 60, cplex, -21.0
protfold.mps, 60, Local-ILP, -14.0
pythago7824.mps, 60, SCIP, N/A
pythago7824.mps, 60, gurobi(exact), N/A
pythago7824.mps, 60, gurobi(heur), N/A
pythago7824.mps, 60, FJ, N/A
pythago7824.mps, 60, highs, N/A
pythago7824.mps, 60, cplex, N/A
pythago7824.mps, 60, Local-ILP, N/A
pythago7825.mps, 60, SCIP, N/A
pythago7825.mps, 60, gurobi(exact), N/A
pythago7825.mps, 60, gurobi(heur), N/A
pythago7825.mps, 60, FJ, N/A
pythago7825.mps, 60, highs, N/A
pythago7825.mps, 60, cplex, N/A
pythago7825.mps, 60, Local-ILP, N/A
queens-30.mps, 60, SCIP, -33.0
queens-30.mps, 60, gurobi(exact), -37.0
queens-30.mps, 60, gurobi(heur), -38.0
queens-30.mps, 60, FJ, -1.0
queens-30.mps, 60, highs, -34.0
queens-30.mps, 60, cplex, -38.0
queens-30.mps, 60, Local-ILP, -38.0
rail03.mps, 60, SCIP, N/A
rail03.mps, 60, gurobi(exact), N/A
rail03.mps, 60, gurobi(heur), N/A
rail03.mps, 60, FJ, N/A
rail03.mps, 60, highs, N/A
rail03.mps, 60, cplex, N/A
rail03.mps, 60, Local-ILP, N/A
ramos3.mps, 60, SCIP, 242.0
ramos3.mps, 60, gurobi(exact), 274.0
ramos3.mps, 60, gurobi(heur), 274.0
ramos3.mps, 60, FJ, 272.0
ramos3.mps, 60, highs, 1514.0
ramos3.mps, 60, cplex, 268.0
ramos3.mps, 60, Local-ILP, 216.0
reblock354.mps, 60, SCIP, -34304328.418016
reblock354.mps, 60, gurobi(exact), -39220200.0
reblock354.mps, 60, gurobi(heur), -39224200.0
reblock354.mps, 60, FJ, 0.0
reblock354.mps, 60, highs, N/A
reblock354.mps, 60, cplex, -39073034.604
reblock354.mps, 60, Local-ILP, -32233431.925997037
rmine10.mps, 60, SCIP, -420.880616
rmine10.mps, 60, gurobi(exact), -708.243
rmine10.mps, 60, gurobi(heur), -1890.75
rmine10.mps, 60, FJ, 0.0
rmine10.mps, 60, highs, -1901.535746
rmine10.mps, 60, cplex, -215.527732
rmine10.mps, 60, Local-ILP, -1843.446488
rmine11.mps, 60, SCIP, -511.469897
rmine11.mps, 60, gurobi(exact), -320.631
rmine11.mps, 60, gurobi(heur), -320.631
rmine11.mps, 60, FJ, 0.0
rmine11.mps, 60, highs, N/A
rmine11.mps, 60, cplex, 0.0
rmine11.mps, 60, Local-ILP, -2389.1890089999997
rmine13.mps, 60, SCIP, -611.536749999999
rmine13.mps, 60, gurobi(exact), -335.379
rmine13.mps, 60, gurobi(heur), -335.379
rmine13.mps, 60, FJ, 0.0
rmine13.mps, 60, highs, N/A
rmine13.mps, 60, cplex, -264.124869
rmine13.mps, 60, Local-ILP, -3039.6545559999995
rmine14.mps, 60, SCIP, -688.864477
rmine14.mps, 60, gurobi(exact), -308.697
rmine14.mps, 60, gurobi(heur), -308.697
rmine14.mps, 60, FJ, 0.0
rmine14.mps, 60, highs, N/A
rmine14.mps, 60, cplex, 0.0
rmine14.mps, 60, Local-ILP, -2260.880409
rmine15.mps, 60, SCIP, 0.0
rmine15.mps, 60, gurobi(exact), -291.168
rmine15.mps, 60, gurobi(heur), -291.168
rmine15.mps, 60, FJ, 0.0
rmine15.mps, 60, highs, N/A
rmine15.mps, 60, cplex, 0.0
rmine15.mps, 60, Local-ILP, -1666.8348469999999
rmine21.mps, 60, SCIP, 0.0
rmine21.mps, 60, gurobi(exact), -331.701
rmine21.mps, 60, gurobi(heur), -331.701
rmine21.mps, 60, FJ, 0.0
rmine21.mps, 60, highs, N/A
rmine21.mps, 60, cplex, 0.0
rmine21.mps, 60, Local-ILP, -827.9957229999999
rmine25.mps, 60, SCIP, 0.0
rmine25.mps, 60, gurobi(exact), -185.328
rmine25.mps, 60, gurobi(heur), -185.328
rmine25.mps, 60, FJ, 0.0
rmine25.mps, 60, highs, N/A
rmine25.mps, 60, cplex, 0.0
rmine25.mps, 60, Local-ILP, -371.65924599999994
rococoC11-010100.mps, 60, SCIP, 23556.0
rococoC11-010100.mps, 60, gurobi(exact), 23699.0
rococoC11-010100.mps, 60, gurobi(heur), 25077.0
rococoC11-010100.mps, 60, FJ, N/A
rococoC11-010100.mps, 60, highs, 42627.0
rococoC11-010100.mps, 60, cplex, 24793.0
rococoC11-010100.mps, 60, Local-ILP, 22601.0
rococoC12-010001.mps, 60, SCIP, 85756.0
rococoC12-010001.mps, 60, gurobi(exact), 38927.0
rococoC12-010001.mps, 60, gurobi(heur), 37164.0
rococoC12-010001.mps, 60, FJ, N/A
rococoC12-010001.mps, 60, highs, 40665.0
rococoC12-010001.mps, 60, cplex, 42416.0
rococoC12-010001.mps, 60, Local-ILP, 43110.0
rococoC12-111000.mps, 60, SCIP, 39589.0
rococoC12-111000.mps, 60, gurobi(exact), 37723.0
rococoC12-111000.mps, 60, gurobi(heur), 37246.0
rococoC12-111000.mps, 60, FJ, N/A
rococoC12-111000.mps, 60, highs, 39989.0
rococoC12-111000.mps, 60, cplex, 38864.0
rococoC12-111000.mps, 60, Local-ILP, 41608.0
s100.mps, 60, SCIP, N/A
s100.mps, 60, gurobi(exact), -0.0394471
s100.mps, 60, gurobi(heur), -0.0394471
s100.mps, 60, FJ, -0.103817
s100.mps, 60, highs, N/A
s100.mps, 60, cplex, N/A
s100.mps, 60, Local-ILP, -0.14215652812708
s1234.mps, 60, SCIP, N/A
s1234.mps, 60, gurobi(exact), 294.0
s1234.mps, 60, gurobi(heur), 292.0
s1234.mps, 60, FJ, 328.0
s1234.mps, 60, highs, N/A
s1234.mps, 60, cplex, 323.0
s1234.mps, 60, Local-ILP, 349.0
scpj4scip.mps, 60, SCIP, 149.0
scpj4scip.mps, 60, gurobi(exact), 142.0
scpj4scip.mps, 60, gurobi(heur), 136.0
scpj4scip.mps, 60, FJ, 6568.0
scpj4scip.mps, 60, highs, 597.0
scpj4scip.mps, 60, cplex, 148.0
scpj4scip.mps, 60, Local-ILP, 3845.0
scpk4.mps, 60, SCIP, 381.999999999999
scpk4.mps, 60, gurobi(exact), 357.0
scpk4.mps, 60, gurobi(heur), 345.0
scpk4.mps, 60, FJ, 15080.0
scpk4.mps, 60, highs, 1258.0
scpk4.mps, 60, cplex, 351.0
scpk4.mps, 60, Local-ILP, 8032.0
scpl4.mps, 60, SCIP, 6747.0
scpl4.mps, 60, gurobi(exact), 408.0
scpl4.mps, 60, gurobi(heur), 318.0
scpl4.mps, 60, FJ, 14436.0
scpl4.mps, 60, highs, N/A
scpl4.mps, 60, cplex, 10117913.0
scpl4.mps, 60, Local-ILP, 8721.0
scpm1.mps, 60, SCIP, 14440.0
scpm1.mps, 60, gurobi(exact), 86800.0
scpm1.mps, 60, gurobi(heur), 86800.0
scpm1.mps, 60, FJ, 31911.0
scpm1.mps, 60, highs, N/A
scpm1.mps, 60, cplex, 25254186.0
scpm1.mps, 60, Local-ILP, 16130.0
scpn2.mps, 60, SCIP, 50506522.0
scpn2.mps, 60, gurobi(exact), 84900.0
scpn2.mps, 60, gurobi(heur), 84900.0
scpn2.mps, 60, FJ, 31110.0
scpn2.mps, 60, highs, N/A
scpn2.mps, 60, cplex, 50506522.0
scpn2.mps, 60, Local-ILP, 18341.0
seymour-disj-10.mps, 60, SCIP, 298.0
seymour-disj-10.mps, 60, gurobi(exact), 289.0
seymour-disj-10.mps, 60, gurobi(heur), 290.0
seymour-disj-10.mps, 60, FJ, 374.0
seymour-disj-10.mps, 60, highs, 291.0
seymour-disj-10.mps, 60, cplex, 290.0
seymour-disj-10.mps, 60, Local-ILP, 291.0
seymour.mps, 60, SCIP, 427.0
seymour.mps, 60, gurobi(exact), 426.0
seymour.mps, 60, gurobi(heur), 427.0
seymour.mps, 60, FJ, 477.0
seymour.mps, 60, highs, 429.0
seymour.mps, 60, cplex, 426.0
seymour.mps, 60, Local-ILP, 440.0
sorrell3.mps, 60, SCIP, -11.0
sorrell3.mps, 60, gurobi(exact), -15.0
sorrell3.mps, 60, gurobi(heur), -15.0
sorrell3.mps, 60, FJ, -1.0
sorrell3.mps, 60, highs, -2.0
sorrell3.mps, 60, cplex, -15.0
sorrell3.mps, 60, Local-ILP, -14.0
sorrell4.mps, 60, SCIP, -18.0
sorrell4.mps, 60, gurobi(exact), -16.0
sorrell4.mps, 60, gurobi(heur), -16.0
sorrell4.mps, 60, FJ, -1.0
sorrell4.mps, 60, highs, -1.0
sorrell4.mps, 60, cplex, -22.0
sorrell4.mps, 60, Local-ILP, -18.0
sorrell7.mps, 60, SCIP, -154.0
sorrell7.mps, 60, gurobi(exact), -161.0
sorrell7.mps, 60, gurobi(heur), -161.0
sorrell7.mps, 60, FJ, -1.0
sorrell7.mps, 60, highs, -127.0
sorrell7.mps, 60, cplex, -158.0
sorrell7.mps, 60, Local-ILP, -180.0
sp97ar.mps, 60, SCIP, 784675182.920001
sp97ar.mps, 60, gurobi(exact), 668197000.0
sp97ar.mps, 60, gurobi(heur), 663588000.0
sp97ar.mps, 60, FJ, 1723979826.04
sp97ar.mps, 60, highs, 686343859.0
sp97ar.mps, 60, cplex, 665776924.4
sp97ar.mps, 60, Local-ILP, 947920837.64
splice1k1.mps, 60, SCIP, N/A
splice1k1.mps, 60, gurobi(exact), -322.0
splice1k1.mps, 60, gurobi(heur), -322.0
splice1k1.mps, 60, FJ, -3.0
splice1k1.mps, 60, highs, -121.0
splice1k1.mps, 60, cplex, 0.0
splice1k1.mps, 60, Local-ILP, -30.0
stp3d.mps, 60, SCIP, N/A
stp3d.mps, 60, gurobi(exact), N/A
stp3d.mps, 60, gurobi(heur), N/A
stp3d.mps, 60, FJ, N/A
stp3d.mps, 60, highs, N/A
stp3d.mps, 60, cplex, N/A
stp3d.mps, 60, Local-ILP, N/A
sts405.mps, 60, SCIP, 350.0
sts405.mps, 60, gurobi(exact), 347.0
sts405.mps, 60, gurobi(heur), 347.0
sts405.mps, 60, FJ, 349.0
sts405.mps, 60, highs, 403.0
sts405.mps, 60, cplex, 352.0
sts405.mps, 60, Local-ILP, 342.0
sts729.mps, 60, SCIP, 656.999999999999
sts729.mps, 60, gurobi(exact), 650.0
sts729.mps, 60, gurobi(heur), 650.0
sts729.mps, 60, FJ, 665.0
sts729.mps, 60, highs, 727.0
sts729.mps, 60, cplex, 729.0
sts729.mps, 60, Local-ILP, 646.0
supportcase10.mps, 60, SCIP, 14.0
supportcase10.mps, 60, gurobi(exact), 10.0
supportcase10.mps, 60, gurobi(heur), 10.0
supportcase10.mps, 60, FJ, 24.0
supportcase10.mps, 60, highs, N/A
supportcase10.mps, 60, cplex, 23.0
supportcase10.mps, 60, Local-ILP, 16.0
supportcase19.mps, 60, SCIP, N/A
supportcase19.mps, 60, gurobi(exact), N/A
supportcase19.mps, 60, gurobi(heur), N/A
supportcase19.mps, 60, FJ, N/A
supportcase19.mps, 60, highs, N/A
supportcase19.mps, 60, cplex, N/A
supportcase19.mps, 60, Local-ILP, N/A
supportcase22.mps, 60, SCIP, N/A
supportcase22.mps, 60, gurobi(exact), N/A
supportcase22.mps, 60, gurobi(heur), N/A
supportcase22.mps, 60, FJ, N/A
supportcase22.mps, 60, highs, N/A
supportcase22.mps, 60, cplex, N/A
supportcase22.mps, 60, Local-ILP, N/A
supportcase2.mps, 60, SCIP, N/A
supportcase2.mps, 60, gurobi(exact), 712.0
supportcase2.mps, 60, gurobi(heur), 712.0
supportcase2.mps, 60, FJ, 654.0
supportcase2.mps, 60, highs, N/A
supportcase2.mps, 60, cplex, N/A
supportcase2.mps, 60, Local-ILP, 665.0
supportcase30.mps, 60, SCIP, N/A
supportcase30.mps, 60, gurobi(exact), N/A
supportcase30.mps, 60, gurobi(heur), N/A
supportcase30.mps, 60, FJ, N/A
supportcase30.mps, 60, highs, N/A
supportcase30.mps, 60, cplex, N/A
supportcase30.mps, 60, Local-ILP, N/A
supportcase3.mps, 60, SCIP, N/A
supportcase3.mps, 60, gurobi(exact), N/A
supportcase3.mps, 60, gurobi(heur), N/A
supportcase3.mps, 60, FJ, N/A
supportcase3.mps, 60, highs, N/A
supportcase3.mps, 60, cplex, N/A
supportcase3.mps, 60, Local-ILP, N/A
t1717.mps, 60, SCIP, 317206.0
t1717.mps, 60, gurobi(exact), 201342.0
t1717.mps, 60, gurobi(heur), 201342.0
t1717.mps, 60, FJ, 420881.0
t1717.mps, 60, highs, N/A
t1717.mps, 60, cplex, 200300.0
t1717.mps, 60, Local-ILP, 494294.0
t1722.mps, 60, SCIP, 251008.0
t1722.mps, 60, gurobi(exact), 119401.0
t1722.mps, 60, gurobi(heur), 118662.0
t1722.mps, 60, FJ, 277531.0
t1722.mps, 60, highs, N/A
t1722.mps, 60, cplex, 129746.0
t1722.mps, 60, Local-ILP, 262615.0
tokyometro.mps, 60, SCIP, 16239.9
tokyometro.mps, 60, gurobi(exact), N/A
tokyometro.mps, 60, gurobi(heur), N/A
tokyometro.mps, 60, FJ, N/A
tokyometro.mps, 60, highs, N/A
tokyometro.mps, 60, cplex, 19102.4
tokyometro.mps, 60, Local-ILP, 51603.0
tw-myciel4.mps, 60, SCIP, 10.0
tw-myciel4.mps, 60, gurobi(exact), 10.0
tw-myciel4.mps, 60, gurobi(heur), 10.0
tw-myciel4.mps, 60, FJ, 100000000000.0
tw-myciel4.mps, 60, highs, 10.0
tw-myciel4.mps, 60, cplex, 10.0
tw-myciel4.mps, 60, Local-ILP, 10.0
usafa.mps, 60, SCIP, 28526.25
usafa.mps, 60, gurobi(exact), 17201.4
usafa.mps, 60, gurobi(heur), 17201.4
usafa.mps, 60, FJ, 28526.25
usafa.mps, 60, highs, N/A
usafa.mps, 60, cplex, 28526.25
usafa.mps, 60, Local-ILP, 23209.535539260647
v150d30-2hopcds.mps, 60, SCIP, 44.0
v150d30-2hopcds.mps, 60, gurobi(exact), 43.0
v150d30-2hopcds.mps, 60, gurobi(heur), 43.0
v150d30-2hopcds.mps, 60, FJ, 48.0
v150d30-2hopcds.mps, 60, highs, 42.0
v150d30-2hopcds.mps, 60, cplex, 43.0
v150d30-2hopcds.mps, 60, Local-ILP, 41.0
wnq-n100-mw99-14.mps, 60, SCIP, N/A
wnq-n100-mw99-14.mps, 60, gurobi(exact), 302.0
wnq-n100-mw99-14.mps, 60, gurobi(heur), 317.0
wnq-n100-mw99-14.mps, 60, FJ, 5206.0
wnq-n100-mw99-14.mps, 60, highs, N/A
wnq-n100-mw99-14.mps, 60, cplex, 305.0
wnq-n100-mw99-14.mps, 60, Local-ILP, 4789.0
woodlands09.mps, 60, SCIP, N/A
woodlands09.mps, 60, gurobi(exact), N/A
woodlands09.mps, 60, gurobi(heur), N/A
woodlands09.mps, 60, FJ, N/A
woodlands09.mps, 60, highs, N/A
woodlands09.mps, 60, cplex, N/A
woodlands09.mps, 60, Local-ILP, N/A
z26.mps, 60, SCIP, -1017.0
z26.mps, 60, gurobi(exact), -1005.0
z26.mps, 60, gurobi(heur), -1005.0
z26.mps, 60, FJ, -1.0
z26.mps, 60, highs, N/A
z26.mps, 60, cplex, -194.0
z26.mps, 60, Local-ILP, -1083.0
zib01.mps, 60, SCIP, N/A
zib01.mps, 60, gurobi(exact), N/A
zib01.mps, 60, gurobi(heur), N/A
zib01.mps, 60, FJ, N/A
zib01.mps, 60, highs, N/A
zib01.mps, 60, cplex, N/A
zib01.mps, 60, Local-ILP, N/A
zib02.mps, 60, SCIP, N/A
zib02.mps, 60, gurobi(exact), N/A
zib02.mps, 60, gurobi(heur), N/A
zib02.mps, 60, FJ, N/A
zib02.mps, 60, highs, N/A
zib02.mps, 60, cplex, N/A
zib02.mps, 60, Local-ILP, N/A
2club200v15p5scn.mps, 300, SCIP, -53.0
2club200v15p5scn.mps, 300, gurobi(exact), -62.0
2club200v15p5scn.mps, 300, gurobi(heur), -67.0
2club200v15p5scn.mps, 300, FJ, -1.0
2club200v15p5scn.mps, 300, highs, -59.0
2club200v15p5scn.mps, 300, cplex, -54.0
2club200v15p5scn.mps, 300, Local-ILP, -69.0
a2864-99blp.mps, 300, SCIP, -71.0
a2864-99blp.mps, 300, gurobi(exact), -72.0
a2864-99blp.mps, 300, gurobi(heur), -72.0
a2864-99blp.mps, 300, FJ, -18.0
a2864-99blp.mps, 300, highs, N/A
a2864-99blp.mps, 300, cplex, -17.0
a2864-99blp.mps, 300, Local-ILP, -74.0
academictimetablebig.mps, 300, SCIP, N/A
academictimetablebig.mps, 300, gurobi(exact), N/A
academictimetablebig.mps, 300, gurobi(heur), N/A
academictimetablebig.mps, 300, FJ, 133607.0
academictimetablebig.mps, 300, highs, N/A
academictimetablebig.mps, 300, cplex, N/A
academictimetablebig.mps, 300, Local-ILP, 26659.0
bab1.mps, 300, SCIP, -218472.92525
bab1.mps, 300, gurobi(exact), -218765.0
bab1.mps, 300, gurobi(heur), -218737.0
bab1.mps, 300, FJ, -87472.801
bab1.mps, 300, highs, -218734.98525
bab1.mps, 300, cplex, -218764.88525
bab1.mps, 300, Local-ILP, -169366.2365
bab2.mps, 300, SCIP, N/A
bab2.mps, 300, gurobi(exact), -356803.0
bab2.mps, 300, gurobi(heur), -356700.0
bab2.mps, 300, FJ, N/A
bab2.mps, 300, highs, N/A
bab2.mps, 300, cplex, N/A
bab2.mps, 300, Local-ILP, N/A
bab3.mps, 300, SCIP, N/A
bab3.mps, 300, gurobi(exact), -654821.0
bab3.mps, 300, gurobi(heur), -655374.0
bab3.mps, 300, FJ, N/A
bab3.mps, 300, highs, N/A
bab3.mps, 300, cplex, N/A
bab3.mps, 300, Local-ILP, N/A
bab6.mps, 300, SCIP, N/A
bab6.mps, 300, gurobi(exact), -284245.0
bab6.mps, 300, gurobi(heur), -284248.0
bab6.mps, 300, FJ, N/A
bab6.mps, 300, highs, N/A
bab6.mps, 300, cplex, N/A
bab6.mps, 300, Local-ILP, N/A
bley_xs1.mps, 300, SCIP, 7737928.93
bley_xs1.mps, 300, gurobi(exact), 19125100.0
bley_xs1.mps, 300, gurobi(heur), 19125100.0
bley_xs1.mps, 300, FJ, 1.5171775664346896e+17
bley_xs1.mps, 300, highs, N/A
bley_xs1.mps, 300, cplex, 4554718.81
bley_xs1.mps, 300, Local-ILP, 6934614.860000001
bley_xs1noM.mps, 300, SCIP, 7048483.38
bley_xs1noM.mps, 300, gurobi(exact), 4241540.0
bley_xs1noM.mps, 300, gurobi(heur), 4361780.0
bley_xs1noM.mps, 300, FJ, 713930383.58
bley_xs1noM.mps, 300, highs, N/A
bley_xs1noM.mps, 300, cplex, 4243447.06
bley_xs1noM.mps, 300, Local-ILP, 9535409.340000002
